名稱,縣市,緯度,經度,is_indoor,設施類型,最近測站,測站AQI,距離(km),風險等級
太麻里鄉美和國民小學,臺東縣太麻里鄉,22.687685,121.044275,True,室內,臺東,33,13.24,Normal
高雄市大樹區大樹國民小學,高雄市大樹區,22.687763,120.43459,True,室內,屏東,88,5.72,Normal
高雄市左營區明德國民小學,高雄市左營區,22.688006,120.289355,False,室外,左營,150,1.51,High Risk
?後北極殿,高雄市左營區,22.688899,120.291964,True,室內,左營,150,1.56,High Risk
高雄市仁武區八卦國民小學,高雄市仁武區,22.689043,120.333146,True,室內,仁武,82,0.05,Normal
左營區公所8樓大禮堂,高雄市左營區,22.689882,120.29511,False,室外,左營,150,1.69,High Risk
涼山社區活動中心,屏東縣瑪家鄉,22.6901,120.6369,True,室內,屏東,88,15.39,Normal
高雄市左營區左營國民小學,高雄市左營區,22.690488,120.293299,False,室外,左營,150,1.74,High Risk
高楠活動中心,高雄市仁武區,22.6917,120.3242,True,室內,仁武,82,0.91,Normal
屏東縣立至正國中,屏東縣屏東市,22.6917,120.4936,True,室內,屏東,88,2.15,Normal
知本金聯世紀酒店,臺東縣卑南鄉,22.692402,121.019876,True,室內,臺東,33,15.11,Normal
大樹區公所二樓會議室,高雄市大樹區,22.6933,120.4331,True,室內,屏東,88,6.07,Normal
長治國中,屏東縣長治鄉,22.6934,120.5437,True,室內,屏東,88,6.14,Normal
高雄市立左營高級中學,高雄市左營區,22.693416,120.296158,True,室內,左營,150,2.09,High Risk
德協國小,屏東縣長治鄉,22.6941,120.5415,True,室內,屏東,88,5.96,Normal
大社村辦公處含活動中心,屏東縣三地門鄉,22.694157,120.637733,True,室內,屏東,88,15.54,Normal
高雄東照山關帝廟備用,高雄市大樹區,22.6942,120.3941,True,室內,仁武,82,6.33,Normal
循理會南三和教會,屏東縣瑪家鄉,22.6949,120.5989,True,室內,屏東,88,11.63,Normal
復興永清里活動中心,高雄市左營區,22.69567,120.299673,True,室內,左營,150,2.42,High Risk
祥和山莊活動中心,高雄市左營區,22.69635,120.301803,True,室內,左營,150,2.56,High Risk
原大樹鄉民代表會,高雄市大樹區,22.6964,120.4321,True,室內,屏東,88,6.3,Normal
臺東縣農會東遊季溫泉渡假村,臺東縣卑南鄉,22.696483,121.019705,True,室內,臺東,33,14.92,Normal
溫泉國民小學,臺東縣卑南鄉,22.697667,121.02593,True,室內,臺東,33,14.29,Normal
溫泉村活動中心,臺東縣卑南鄉,22.697823,121.025091,True,室內,臺東,33,14.36,Normal
高雄市仁武區.烏林國民小學,高雄市仁武區,22.697888,120.372598,True,室內,仁武,82,4.22,Normal
元新溫泉飯店,臺東縣卑南鄉,22.698053,121.024826,True,室內,臺東,33,14.37,Normal
屏東市海豐國小,屏東縣屏東市,22.6989,120.508,True,室內,屏東,88,3.53,Normal
高雄市仁武區仁武國民小學,高雄市仁武區,22.701263,120.348359,True,室內,仁武,82,2.11,Normal
仁武區綜合活動中心,高雄市仁武區,22.7013,120.3484,True,室內,仁武,82,2.11,Normal
隘寮國小,屏東縣內埔鄉,22.7024,120.6357,True,室內,屏東,88,15.5,Normal
高雄市大樹區姑山國民小學,高雄市大樹區,22.702543,119.464848,True,室內,臺南,56,83.64,Normal
繁華國小,屏東縣長治鄉,22.7026,120.5722,True,室內,屏東,88,9.24,Normal
瑪家國中,屏東縣瑪家鄉,22.7026,120.6095,True,室內,屏東,88,12.89,Normal
亞莊酒店,臺東縣卑南鄉,22.703397,121.032022,True,室內,臺東,33,13.45,Normal
中村基督長老教會,屏東縣瑪家鄉,22.7034,120.6078,True,室內,屏東,88,12.74,Normal
玉泉社區活動中心,屏東縣瑪家鄉,22.7036,120.6089,True,室內,屏東,88,12.86,Normal
仁武里活動中心,高雄市仁武區,22.70434779,120.3447169,True,室內,仁武,82,2.1,Normal
知本社區活動中心,臺東縣臺東市,22.705462,121.055645,True,室內,臺東,33,11.19,Normal
北葉國小體育館,屏東縣瑪家鄉,22.7074,120.646,True,室內,屏東,88,16.65,Normal
F Hotel,臺東縣卑南鄉,22.707519,121.042182,True,室內,臺東,33,12.31,Normal
高雄市楠梓區廣、大、久、盛昌里活動中心,高雄市楠梓區,22.707528,120.285079,True,室內,左營,150,3.72,High Risk
建業社區活動中心,臺東縣臺東市,22.707748,121.050993,True,室內,臺東,33,11.49,Normal
中華里活動中心,高雄市仁武區,22.7085,120.3272,True,室內,仁武,82,2.23,Normal
高雄市楠梓區油廠國民小學,高雄市楠梓區,22.708958,120.302919,True,室內,仁武,82,3.77,Normal
北葉社區活動中心,屏東縣瑪家鄉,22.7096,120.6479,True,室內,屏東,88,16.9,Normal
高雄市仁武區竹後國民小學,高雄市仁武區,22.710042,120.334866,True,室內,仁武,82,2.34,Normal
高雄市左營區莒光國民小學,高雄市左營區,22.711558,120.295275,False,室外,左營,150,4.09,High Risk
高雄市楠梓區莒光國民小學,高雄市楠梓區,22.711558,120.295275,True,室內,左營,150,4.09,High Risk
高雄市立右昌國民中學,高雄市楠梓區,22.713585,120.286911,True,室內,左營,150,4.35,High Risk
高雄市楠梓區右昌國民小學,高雄市楠梓區,22.713629,120.292106,True,室內,左營,150,4.31,High Risk
三地門鄉立體育館,屏東縣三地門鄉,22.7141,120.6539,True,室內,屏東,88,17.62,Normal
地磨兒國小,屏東縣三地門鄉,22.714903,120.654518,True,室內,屏東,88,17.7,Normal
國軍退役官兵輔導委員會高雄榮譽國民之家,高雄市楠梓區,22.7151,120.3018,True,室內,楠梓,77,3.41,Normal
高雄市楠梓區宏昌等六里聯合活動中心,高雄市楠梓區,22.7154,120.2941,True,室內,楠梓,77,4.05,Normal
臺東縣臺東市建和國小,臺東縣臺東市,22.716736,121.049167,True,室內,臺東,33,11.24,Normal
高雄市立國昌國民中學,高雄市楠梓區,22.7194,120.2861,True,室內,楠梓,77,4.61,Normal
高雄市楠梓區加昌國民小學,高雄市楠梓區,22.720392,120.296547,True,室內,楠梓,77,3.57,Normal
建農里民眾活動中心,臺東縣臺東市,22.720423,121.084143,True,室內,臺東,33,7.83,Normal
高雄市楠梓區後勁國民小學,高雄市楠梓區,22.721706,120.314216,True,室內,楠梓,77,1.96,Normal
中里社區活動中心,高雄市大社區,22.7226,120.3513,True,室內,楠梓,77,2.66,Normal
高雄市立後勁國民中學,高雄市楠梓區,22.722854,120.316198,True,室內,楠梓,77,1.73,Normal
九如鄉九如國民小學,屏東縣九如鄉,22.7233,120.4918,True,室內,屏東,88,5.6,Normal
高雄市楠梓區仁昌里活動中心,高雄市楠梓區,22.724246,120.294854,True,室內,楠梓,77,3.59,Normal
高雄市楠梓區楠陽國民小學,高雄市楠梓區,22.724927,120.331144,True,室內,楠梓,77,1.01,Normal
高雄市楠梓區翠屏里活動中心,高雄市楠梓區,22.726779,120.302159,True,室內,楠梓,77,2.79,Normal
高雄市楠梓區惠豐里活動中心,高雄市楠梓區,22.727244,120.318969,True,室內,楠梓,77,1.19,Normal
高雄市楠梓區援中國民小學,高雄市楠梓區,22.728206,120.27799,True,室內,橋頭,79,4.32,Normal
高雄市楠梓區行政中心7樓大禮堂,高雄市楠梓區,22.7283,120.3263,True,室內,楠梓,77,0.63,Normal
高雄市立蚵寮國民中學（備用）,高雄市梓官區,22.728551,120.25873,True,室內,橋頭,79,5.79,Normal
高雄市立大社國民中學,高雄市大社區,22.729029,120.357267,True,室內,楠梓,77,3.02,Normal
大社老人文康中心,高雄市大社區,22.7293,120.3546,True,室內,楠梓,77,2.74,Normal
高雄市立翠屏國民中小學,高雄市楠梓區,22.729477,120.299446,True,室內,楠梓,77,2.99,Normal
高雄市立中山高級中學,高雄市楠梓區,22.7295,120.2922,True,室內,橋頭,79,3.41,Normal
智信蚵社區聯合活動中心（備用）,高雄市梓官區,22.729634,120.254588,True,室內,橋頭,79,6.09,Normal
大社中山堂,高雄市大社區,22.73,120.3466,True,室內,楠梓,77,1.92,Normal
高雄市楠梓區惠民里集會所,高雄市楠梓區,22.732098,120.323083,True,室內,楠梓,77,0.56,Normal
豐里社區活動中心,臺東縣臺東市,22.732187,121.116004,True,室內,臺東,33,4.37,Normal
高雄市楠梓區楠梓國民小學,高雄市楠梓區,22.7322,120.3284,True,室內,楠梓,77,0.16,Normal
高雄市梓官區蚵寮國民小學（備用）,高雄市梓官區,22.733411,120.248239,True,室內,橋頭,79,6.47,Normal
高雄市立楠梓國民中學,高雄市楠梓區,22.733936,120.327507,True,室內,楠梓,77,0.09,Normal
保安里活動中心,高雄市大社區,22.7341,120.3527,True,室內,楠梓,77,2.5,Normal
九如鄉圖書館,屏東縣九如鄉,22.7344,120.4896,True,室內,屏東,88,6.82,Normal
赤崁老人活動中心（備用）,高雄市梓官區,22.736052,120.25016,True,室內,橋頭,79,6.17,Normal
國立臺東大學,臺東縣卑南鄉,22.736056,121.070583,True,室內,臺東,33,8.47,Normal
高雄市橋頭區甲圍國民小學,高雄市橋頭區,22.736237,120.293408,True,室內,橋頭,79,2.68,Normal
新圍國小,屏東縣鹽埔鄉,22.7383,120.5539,True,室內,屏東,88,9.91,Normal
彭厝國小,屏東縣鹽埔鄉,22.7399,120.5314,True,室內,屏東,88,8.66,Normal
九如鄉公所禮堂,屏東縣九如鄉,22.7404,120.4904,True,室內,屏東,88,7.49,Normal
高雄市大樹區興田國民小學,高雄市大樹區,22.740507,120.445966,True,室內,屏東,88,8.65,Normal
賽嘉國小,屏東縣三地門鄉,22.74307039,120.6394454,True,室內,屏東,88,17.37,Normal
賽嘉村辦公處含活動中心,屏東縣三地門鄉,22.743817,120.640299,True,室內,屏東,88,17.49,Normal
高雄市立楠梓高級中學,高雄市楠梓區,22.744044,120.331155,True,室內,楠梓,77,1.19,Normal
霧台長老教會,屏東縣霧臺鄉,22.7445,120.7312,True,室內,美濃,58,25.73,Normal
霧台社區活動中心,屏東縣霧臺鄉,22.745,120.7321,True,室內,美濃,58,25.77,Normal
霧臺國小,屏東縣霧臺鄉,22.7452,120.7312,True,室內,美濃,58,25.69,Normal
霧台國小運動場,屏東縣霧臺鄉,22.747111,120.723288,False,室外,美濃,58,24.91,Warning
佛光山寺備用,高雄市大樹區,22.7473,120.4463,True,室內,屏東,88,9.3,Normal
霧台鄉避難收容所,屏東縣霧臺鄉,22.7498,120.7263,True,室內,美濃,58,24.98,Normal
神山社區活動中心運動場,屏東縣霧臺鄉,22.750455,120.719513,False,室外,美濃,58,24.38,Warning
高雄市橋頭區仕隆國民小學,高雄市橋頭區,22.750578,120.310636,True,室內,橋頭,79,0.92,Normal
高雄市橋頭區興糖國民小學,高雄市橋頭區,22.750876,120.317,True,室內,橋頭,79,1.37,Normal
高雄市燕巢區鳳雄國民小學（備用）,高雄市燕巢區,22.753304,120.358101,True,室內,楠梓,77,3.76,Normal
鹽埔國中,屏東縣鹽埔鄉,22.7536,120.5741,True,室內,屏東,88,12.57,Normal
臺東市公所,臺東縣臺東市,22.754695,121.146637,True,室內,臺東,33,0.4,Normal
鳳雄營區,高雄市燕巢區,22.7555,120.3602,False,室外,楠梓,77,4.07,Warning
梓平社區活動中心（備用）,高雄市梓官區,22.756467,120.269167,True,室內,橋頭,79,3.75,Normal
鄉立幼兒園,屏東縣鹽埔鄉,22.756522,120.575722,True,室內,屏東,88,12.92,Normal
橋頭區公所,高雄市橋頭區,22.7576,120.3058,True,室內,橋頭,79,0.02,Normal
高雄市立橋頭國民中學,高雄市橋頭區,22.759012,120.30751,True,室內,橋頭,79,0.25,Normal
梓和社區活動中心（備用）,高雄市梓官區,22.759573,120.266109,True,室內,橋頭,79,4.06,Normal
高雄市橋頭區五林國民小學,高雄市橋頭區,22.75995,120.293721,True,室內,橋頭,79,1.26,Normal
梓官國小（備用）,高雄市梓官區,22.760292,120.264756,True,室內,橋頭,79,4.21,Normal
高雄市立彌陀國民中學（備用）,高雄市彌陀區,22.760359,120.262962,True,室內,橋頭,79,4.39,Normal
梓官區公所,高雄市梓官區,22.7607,120.2673,True,室內,橋頭,79,3.95,Normal
中華社區活動中心,臺東縣臺東市,22.761527,121.158116,True,室內,臺東,33,1.04,Normal
高雄市橋頭區橋頭國民小學,高雄市橋頭區,22.761764,120.305864,True,室內,橋頭,79,0.47,Normal
高雄市立梓官國民中學,高雄市梓官區,22.762428,120.263476,True,室內,橋頭,79,4.36,Normal
新園社區活動中心,臺東縣臺東市,22.763938,121.052313,True,室內,臺東,33,10.11,Normal
四維寶桑多功能活動中心,臺東縣臺東市,22.764164,121.154697,True,室內,臺東,33,1.07,Normal
東興村活動中心,臺東縣卑南鄉,22.765011,121.041149,True,室內,臺東,33,11.26,Normal
臺東縣臺東市新園國小,臺東縣臺東市,22.765066,121.062352,True,室內,臺東,33,9.1,Normal
塔樓國小,屏東縣里港鄉,22.7655,120.4838,True,室內,屏東,88,10.29,Normal
口社國小,屏東縣三地門鄉,22.7666,120.6445,True,室內,美濃,58,17.48,Normal
高雄市燕巢區橫山國民小學（備用）,高雄市燕巢區,22.768542,120.379471,True,室內,楠梓,77,6.53,Normal
口社村辦公處含活動中心,屏東縣三地門鄉,22.76925,120.647735,True,室內,美濃,58,17.49,Normal
地磨兒國小德文分校,屏東縣三地門鄉,22.770929,120.701867,True,室內,美濃,58,21.57,Normal
財團法人臺東縣私立仁愛之家,臺東縣卑南鄉,22.771069,121.106473,True,室內,臺東,33,4.84,Normal
德文村辦公處含活動中心,屏東縣三地門鄉,22.771351,120.701874,True,室內,美濃,58,21.54,Normal
行政院國軍退除役官兵輔導委員會馬蘭榮譽國民之家,臺東縣臺東市,22.772402,121.132093,True,室內,臺東,33,2.67,Normal
嶺口營區,高雄市旗山區,22.7737,120.4417,False,室外,屏東,88,12.16,Warning
玉田國小,屏東縣里港鄉,22.7743,120.4912,True,室內,屏東,88,11.26,Normal
豐田里民眾活動中心,臺東縣臺東市,22.774331,121.086381,True,室內,臺東,33,6.9,Normal
利嘉村活動中心,臺東縣卑南鄉,22.77663,121.061011,True,室內,臺東,33,9.47,Normal
南勝社區活動中心備用,高雄市旗山區,22.7768,120.4488,True,室內,屏東,88,12.21,Normal
高雄市燕巢區深水國民小學（備用）,高雄市燕巢區,22.777039,120.405278,True,室內,楠梓,77,9.25,Normal
里港鄉立圖書館,屏東縣里港鄉,22.7802,120.494,True,室內,屏東,88,11.93,Normal
載興國小,屏東縣里港鄉,22.7806,120.5242,True,室內,美濃,58,11.47,Normal
里港國小,屏東縣里港鄉,22.7807,120.4945,True,室內,屏東,88,11.99,Normal
高雄市政府社會局仁愛之家,高雄市燕巢區,22.781,120.4189,True,室內,楠梓,77,10.68,Normal
彌陀區公所,高雄市彌陀區,22.7817,120.2506,True,室內,橋頭,79,6.26,Normal
太平村活動中心,臺東縣卑南鄉,22.781975,121.088375,True,室內,臺東,33,7.02,Normal
卑南里民眾活動中心,臺東縣臺東市,22.782039,121.122367,True,室內,臺東,33,4.13,Normal
高雄市岡山區和平國民小學,高雄市岡山區,22.782054,120.303827,True,室內,橋頭,79,2.74,Normal
彌仁社區活動中心（備用）,高雄市彌陀區,22.78219078,120.2499242,True,室內,橋頭,79,6.34,Normal
燕巢區民眾活動中心,高雄市燕巢區,22.782475,120.362246,True,室內,橋頭,79,6.43,Normal
富豐社區活動中心,臺東縣臺東市,22.782915,121.161997,True,室內,臺東,33,3.28,Normal
高雄市彌陀區彌陀國民小學,高雄市彌陀區,22.783678,120.247781,True,室內,橋頭,79,6.61,Normal
高雄市岡山區兆湘國民小學,高雄市岡山區,22.785034,120.28671,True,室內,橋頭,79,3.63,Normal
高雄市立燕巢國民中學（備用）,高雄市燕巢區,22.785833,120.362845,True,室內,橋頭,79,6.65,Normal
鹽埕過港社區康樂室（備用）,高雄市彌陀區,22.78790506,120.2425845,True,室內,橋頭,79,7.3,Normal
屏東縣立泰山國民小學,屏東縣高樹鄉,22.788,120.6142,True,室內,美濃,58,13.66,Normal
燕巢區公所禮堂,高雄市燕巢區,22.78808,120.362079,True,室內,橋頭,79,6.71,Normal
馬兒村辦公處含活動中心,屏東縣三地門鄉,22.78859227,120.6334763,True,室內,美濃,58,14.93,Normal
臺東棒球村第一棒球場,臺東縣臺東市,22.788893,121.128397,False,室外,臺東,33,4.36,Normal
高雄市立前峰國民中學,高雄市岡山區,22.789449,120.28842,True,室內,橋頭,79,3.97,Normal
金陵營區,高雄市燕巢區,22.79,120.3598,False,室外,橋頭,79,6.62,Warning
太平國民小學,臺東縣卑南鄉,22.790805,121.075772,True,室內,臺東,33,8.61,Normal
安招國民小學備用,高雄市燕巢區,22.7909,120.3378,True,室內,橋頭,79,4.96,Normal
竹圍國小,高雄市岡山區,22.7914,120.2937,True,室內,橋頭,79,3.96,Normal
高雄市岡山區岡山國民小學,高雄市岡山區,22.791424,120.293671,True,室內,橋頭,79,3.97,Normal
臺東市老人文康活動中心,臺東縣臺東市,22.792025,121.184558,True,室內,臺東,33,5.37,Normal
高雄市岡山區後紅國民小學,高雄市岡山區,22.792904,120.30344,True,室內,橋頭,79,3.94,Normal
高雄市岡山區前峰國民小學,高雄市岡山區,22.793052,120.283164,True,室內,橋頭,79,4.58,Normal
泰安活動中心,臺東縣卑南鄉,22.793873,121.067371,True,室內,臺東,33,9.53,Normal
高雄市燕巢區燕巢國民小學（備用）,高雄市燕巢區,22.795258,120.36587,True,室內,橋頭,79,7.46,Normal
高雄市彌陀區壽齡國民小學（備用）,高雄市彌陀區,22.795345,120.234509,True,室內,橋頭,79,8.42,Normal
高雄市立岡山國民中學,高雄市岡山區,22.796169,120.291956,True,室內,橋頭,79,4.52,Normal
安坡村辦公處含活動中心,屏東縣三地門鄉,22.7982,120.6378,True,室內,美濃,58,14.52,Normal
高雄市岡山區壽天國民小學,高雄市岡山區,22.798857,120.292481,True,室內,橋頭,79,4.79,Normal
岡山區老人活動中心,高雄市岡山區,22.7989,120.2925,True,室內,橋頭,79,4.8,Normal
公園西路14號公所廳舍,高雄市岡山區,22.799129,120.289345,False,室外,橋頭,79,4.92,Warning
岡山榮譽國民之家,高雄市燕巢區,22.7993,120.3288,True,室內,橋頭,79,5.22,Normal
高雄市永安區維新國民小學,高雄市永安區,22.80403364,120.2479631,True,室內,橋頭,79,7.86,Normal
高雄市燕巢區金山國民小學（備用）,高雄市燕巢區,22.811802,120.398079,True,室內,橋頭,79,11.23,Normal
富源村活動中心,臺東縣卑南鄉,22.812554,121.149689,True,室內,臺東,33,6.36,Normal
高雄市立嘉興國民中學,高雄市岡山區,22.816175,120.311911,True,室內,橋頭,79,6.55,Normal
青山國小,屏東縣三地門鄉,22.817112,120.641368,True,室內,美濃,58,13.55,Normal
中正堂,高雄市永安區,22.8183,120.2253,True,室內,橋頭,79,10.66,Normal
三和國小,屏東縣里港鄉,22.82,120.5064,True,室內,美濃,58,7.49,Normal
三地門鄉青山村辦公處,屏東縣三地門鄉,22.82065061,120.6406033,True,室內,美濃,58,13.27,Normal
土庫社區活動中心,屏東縣里港鄉,22.8209,120.5068,True,室內,美濃,58,7.38,Normal
高雄市永安區新港國民小學,高雄市永安區,22.82114749,120.2092311,True,室內,橋頭,79,12.16,Normal
富山村活動中心,臺東縣卑南鄉,22.821416,121.190095,True,室內,臺東,33,8.39,Normal
富山國民小學,臺東縣卑南鄉,22.821416,121.190095,True,室內,臺東,33,8.39,Normal
高雄市岡山區嘉興國民小學,高雄市岡山區,22.821597,120.305292,True,室內,橋頭,79,7.13,Normal
高雄市立永安國民中學,高雄市永安區,22.823171,120.240646,True,室內,橋頭,79,9.89,Normal
高雄市路竹區北嶺國民小學,高雄市路竹區,22.823505,120.269765,True,室內,橋頭,79,8.21,Normal
賓朗老人暨多功能活動中心,臺東縣卑南鄉,22.8239,121.090749,True,室內,臺東,33,9.77,Normal
利吉村活動中心,臺東縣卑南鄉,22.824082,121.134111,True,室內,臺東,33,7.82,Normal
高雄市岡山區華崗社區活動中心,高雄市岡山區,22.824142,120.322418,True,室內,橋頭,79,7.61,Normal
屏東縣立高樹國民小學,屏東縣高樹鄉,22.8262,120.5992,True,室內,美濃,58,9.5,Normal
美農村活動中心,臺東縣卑南鄉,22.830504,121.093361,True,室內,臺東,33,10.2,Normal
高雄市永安區鹽田社區活動中心,高雄市永安區,22.833587,120.208428,True,室內,橋頭,79,13.08,Normal
高雄市田寮區新興國民小學,高雄市田寮區,22.835015,120.369769,True,室內,橋頭,79,10.84,Normal
大洲國中備用,高雄市旗山區,22.8354,120.4605,True,室內,美濃,58,8.96,Normal
東成國民小學,臺東縣卑南鄉,22.835594,121.082405,True,室內,臺東,33,11.32,Normal
高雄市立路竹區三埤國民小學,高雄市路竹區,22.8368,120.2801,True,室內,橋頭,79,9.2,Normal
青葉國小,屏東縣三地門鄉,22.83769182,120.6391229,True,室內,美濃,58,12.24,Normal
青葉村辦公處含活動中心,屏東縣三地門鄉,22.838158,120.638444,True,室內,美濃,58,12.15,Normal
高雄市旗山區溪洲國民小學（備用）,高雄市旗山區,22.847646,120.465528,True,室內,美濃,58,7.77,Normal
屏東縣立舊寮國民小學,屏東縣高樹鄉,22.8486,120.6101,True,室內,美濃,58,9.03,Normal
合天大道院,高雄市旗山區,22.8489,120.4734,True,室內,美濃,58,7.01,Normal
高雄市阿蓮區復安國民小學（備用）,高雄市阿蓮區,22.849101,120.324142,True,室內,橋頭,79,10.36,Normal
鯤洲社區多功能活動中心,高雄市旗山區,22.84953,120.476208,True,室內,美濃,58,6.73,Normal
高雄市美濃區吉東國民小學,高雄市美濃區,22.851314,120.540959,True,室內,美濃,58,3.74,Normal
路竹老人活動中心,高雄市路竹區,22.8543,120.2546,True,室內,橋頭,79,11.97,Normal
高雄市立路竹高級中學,高雄市路竹區,22.855385,120.25221,True,室內,橋頭,79,12.19,Normal
上洲社區活動中心,高雄市旗山區,22.8565,120.4735,True,室內,美濃,58,6.57,Normal
廣福社區活動中心,高雄市旗山區,22.8575,120.5049,True,室內,美濃,58,3.91,Normal
初鹿國民小學,臺東縣卑南鄉,22.860167,121.092081,True,室內,臺東,33,13.1,Normal
初鹿村多功能暨老人活動中心,臺東縣卑南鄉,22.860646,121.092522,True,室內,臺東,33,13.13,Normal
高雄市路竹區蔡文國民小學,高雄市路竹區,22.861515,120.256002,True,室內,橋頭,79,12.64,Normal
高雄市立路竹區竹滬國民小學,高雄市路竹區,22.8625,120.2304,True,室內,林森,67,13.67,Normal
高雄市路竹區路竹國民小學,高雄市路竹區,22.862524,120.230427,True,室內,林森,67,13.67,Normal
屏東縣立新豐國民小學,屏東縣高樹鄉,22.8634,120.6343,True,室內,美濃,58,10.86,Normal
龍山國小,高雄市美濃區,22.864611,120.555856,True,室內,美濃,58,3.34,Normal
高雄市路竹區大社國民小學,高雄市路竹區,22.867067,120.265351,True,室內,橋頭,79,12.87,Normal
高雄市立一甲國民中學學生,高雄市路竹區,22.868822,120.271882,True,室內,橋頭,79,12.85,Normal
高雄市立路竹區下坑國民小學備用,高雄市路竹區,22.8691,120.2908,True,室內,橋頭,79,12.5,Normal
田寮區公所3樓大禮堂,高雄市田寮區,22.8699,120.3594,True,室內,橋頭,79,13.66,Normal
竹子門水利工作站,高雄市美濃區,22.870284,120.588802,True,室內,美濃,58,6.15,Normal
都蘭活動中心,臺東縣東河鄉,22.876498,121.227556,True,室內,臺東,33,15.62,Normal
高雄市美濃區吉洋國民小學,高雄市美濃區,22.876682,120.535858,True,室內,美濃,58,0.94,Normal
高雄市田寮區崇德國民小學,高雄市田寮區,22.877635,120.379682,True,室內,橋頭,79,15.36,Normal
高雄市立龍肚國民中學,高雄市美濃區,22.877733,120.571037,True,室內,美濃,58,4.2,Normal
都蘭國小,臺東縣東河鄉,22.877955,121.226932,True,室內,臺東,33,15.73,Normal
湖東社區活動中心,高雄市湖內區,22.878344,120.246231,True,室內,林森,67,12.14,Normal
新寮社區活動中心,高雄市六龜區,22.8806,120.6145,True,室內,美濃,58,8.61,Normal
樹人醫護管理專科學校,高雄市路竹區,22.8827,120.2611,True,室內,林森,67,12.08,Normal
高雄市美濃區福安國民小學,高雄市美濃區,22.882868,120.533938,True,室內,美濃,58,0.36,Normal
阿蓮區公所3樓會議室,高雄市阿蓮區,22.8832,120.3275,True,室內,橋頭,79,14.15,Normal
高雄市阿蓮區阿蓮國民小學（備 用）,高雄市阿蓮區,22.88323,120.329869,True,室內,橋頭,79,14.2,Normal
高雄市美濃區中壇國民小學,高雄市美濃區,22.884022,120.53057,True,室內,美濃,58,0.05,Normal
靈山寺,高雄市旗山區,22.8847,120.4784,True,室內,美濃,58,5.34,Normal
高雄市立阿蓮國民中學（備用）,高雄市阿蓮區,22.88532,120.326138,True,室內,橋頭,79,14.37,Normal
高雄市美濃區龍肚國民小學,高雄市美濃區,22.885381,120.579605,True,室內,美濃,58,5.03,Normal
高雄市茂林區茂林國民小學,高雄市茂林區,22.8865,120.6643,True,室內,美濃,58,13.71,Normal
鳳山區農會茂林辦事處,高雄市茂林區,22.8869,120.6633,True,室內,美濃,58,13.61,Normal
茂林基督長老教會,高雄市茂林區,22.8871,120.6661,True,室內,美濃,58,13.89,Normal
高雄市湖內區大湖國民小學,高雄市湖內區,22.887757,120.244517,True,室內,林森,67,11.08,Normal
高雄市其山區旗山國小（備用）,高雄市旗山區,22.888297,120.480651,True,室內,美濃,58,5.14,Normal
旗山區公所,高雄市旗山區,22.8886,120.4836,True,室內,美濃,58,4.84,Normal
高雄市茄萣區成功國民小學,高雄市茄萣區,22.888687,120.186031,True,室內,林森,67,11.35,Normal
新威天台聖宮,高雄市六龜區,22.8889,120.6166,True,室內,美濃,58,8.84,Normal
大津登山訓練中心,高雄市六龜區,22.889,120.6471,True,室內,美濃,58,11.96,Normal
湄州里活動中心,高雄市旗山區,22.8898,120.4811,True,室內,美濃,58,5.11,Normal
茄萣老人活動中心,高雄市茄萣區,22.8911,120.186,True,室內,林森,67,11.1,Normal
竹峰里辦公處,高雄市旗山區,22.8912,120.4786,True,室內,美濃,58,5.39,Normal
大津社區活動中心,高雄市六龜區,22.891873,120.647154,True,室內,美濃,58,11.98,Normal
紅葉村活動中心,臺東縣延平鄉,22.893619,121.063062,True,室內,臺東,33,17.79,Normal
古亭社區活動中心,高雄市田寮區,22.89410114,120.4023526,True,室內,美濃,58,13.18,Normal
台灣基督長老教會海埔教會,高雄市湖內區,22.8944,120.2234,True,室內,林森,67,10.1,Normal
美濃區老人文康活動中心,高雄市美濃區,22.8946,120.5427,True,室內,美濃,58,1.75,Normal
高雄市立美濃國民中學,高雄市美濃區,22.894745,120.5435,True,室內,美濃,58,1.82,Normal
美濃區公所,高雄市美濃區,22.8948,120.5418,True,室內,美濃,58,1.7,Normal
高雄市阿蓮區中路國民小學（備用）,高雄市阿蓮區,22.89493,120.298575,True,室內,林森,67,12.73,Normal
興隆國小,臺東縣東河鄉,22.895301,121.24875,True,室內,臺東,33,18.54,Normal
鸞山村活動中心,臺東縣延平鄉,22.899002,121.151603,True,室內,臺東,33,15.97,Normal
高雄市美濃區美濃國民小學,高雄市美濃區,22.899581,120.543255,True,室內,美濃,58,2.2,Normal
高雄市六龜區新威國民小學,高雄市六龜區,22.900102,120.627629,True,室內,美濃,58,10.11,Normal
高雄市美濃區東門國民小學,高雄市美濃區,22.900489,120.553201,True,室內,美濃,58,2.99,Normal
永和社區活動中心備用,高雄市旗山區,22.9006,120.4782,True,室內,美濃,58,5.69,Normal
新威社區活動中心,高雄市六龜區,22.9025,120.6284,True,室內,美濃,58,10.24,Normal
桃源村活動中心,臺東縣延平鄉,22.902922,121.084336,True,室內,關山,32,17.69,Normal
高雄市茄萣區茄萣國民小學,高雄市茄萣區,22.903281,120.181985,True,室內,林森,67,10.0,Normal
臺南市關廟區崇和國小,臺南市關廟區,22.904,120.3547,True,室內,林森,67,16.3,Normal
龍田社區活動中心,臺東縣鹿野鄉,22.9042,121.1206,True,室內,關山,32,16.23,Normal
