行號,名稱,縣市,問題類別,問題描述,原始值,建議修正
3425,臺中市中區區公所六樓大禮堂,臺中市中區,座標重複,與「臺中市中區老人休閒活動中心」共用相同座標,"(120.6795, 24.1439)",各避難所應有獨立座標
3465,大同社區活動中心,彰化縣伸港鄉,座標重複,與「什股社區活動中心」共用相同座標,"(120.47616, 24.156642)",各避難所應有獨立座標
3466,什股社區活動中心,彰化縣伸港鄉,座標重複,與「大同社區活動中心」共用相同座標,"(120.47616, 24.156642)",各避難所應有獨立座標
3509,基督長老教會,南投縣仁愛鄉,座標重複,與「力行活動中心、大洋部落真耶穌教會」共用相同座標,"(121.196369, 24.172426)",各避難所應有獨立座標
3510,力行活動中心,南投縣仁愛鄉,座標重複,與「基督長老教會、大洋部落真耶穌教會」共用相同座標,"(121.196369, 24.172426)",各避難所應有獨立座標
3511,大洋部落真耶穌教會,南投縣仁愛鄉,座標重複,與「基督長老教會、力行活動中心」共用相同座標,"(121.196369, 24.172426)",各避難所應有獨立座標
3512,文心國民小學（禮堂、操場）,臺中市北屯區,座標重複,與「崇德國民中學（崇德館、操場）」共用相同座標,"(120.682577, 24.17296)",各避難所應有獨立座標
3513,崇德國民中學（崇德館、操場）,臺中市北屯區,座標重複,與「文心國民小學（禮堂、操場）」共用相同座標,"(120.682577, 24.17296)",各避難所應有獨立座標
3521,建功國民小學（地下室停車場）,臺中市北屯區,座標重複,與「軍功國民小學（禮堂、操場）」共用相同座標,"(120.715938, 24.175695)",各避難所應有獨立座標
3522,軍功國民小學（禮堂、操場）,臺中市北屯區,座標重複,與「建功國民小學（地下室停車場）」共用相同座標,"(120.715938, 24.175695)",各避難所應有獨立座標
3535,仁愛國民小學（禮堂三樓、操場）,臺中市北屯區,座標重複,與「北屯國民小學（禮堂、操場）」共用相同座標,"(120.671897, 24.180481)",各避難所應有獨立座標
3536,北屯國民小學（禮堂、操場）,臺中市北屯區,座標重複,與「仁愛國民小學（禮堂三樓、操場）」共用相同座標,"(120.671897, 24.180481)",各避難所應有獨立座標
3552,松竹國民小學（勁竹及松青樓地下室）,臺中市北屯區,座標重複,與「仁美國民小學（地下室、活動中心、操場）」共用相同座標,"(120.686684, 24.190797)",各避難所應有獨立座標
3553,仁美國民小學（地下室、活動中心、操場）,臺中市北屯區,座標重複,與「松竹國民小學（勁竹及松青樓地下室）」共用相同座標,"(120.686684, 24.190797)",各避難所應有獨立座標
3560,新興國民小學（禮堂、操場）,臺中市北屯區,座標重複,與「四張犁國民小學（操場）」共用相同座標,"(120.662753, 24.195039)",各避難所應有獨立座標
3561,四張犁國民小學（操場）,臺中市北屯區,座標重複,與「新興國民小學（禮堂、操場）」共用相同座標,"(120.662753, 24.195039)",各避難所應有獨立座標
3615,臺中市北勢國中禮堂,臺中市沙鹿區,座標重複,與「北勢國民中學操場」共用相同座標,"(120.569209, 24.225175)",各避難所應有獨立座標
3616,北勢國民中學操場,臺中市沙鹿區,座標重複,與「臺中市北勢國中禮堂」共用相同座標,"(120.569209, 24.225175)",各避難所應有獨立座標
3628,中興嶺停車場,臺中市新社區,座標重複,與「復盛公園戶外臨時避難收容場所」共用相同座標,"(120.809642, 24.231226)",各避難所應有獨立座標
3629,復盛公園戶外臨時避難收容場所,臺中市新社區,座標重複,與「中興嶺停車場」共用相同座標,"(120.809642, 24.231226)",各避難所應有獨立座標
3633,興安社區活動中心,臺中市沙鹿區,座標重複,與「興仁社區活動中心」共用相同座標,"(120.562858, 24.23327)",各避難所應有獨立座標
3634,興仁社區活動中心,臺中市沙鹿區,座標重複,與「興安社區活動中心」共用相同座標,"(120.562858, 24.23327)",各避難所應有獨立座標
3638,沙鹿國民中學操場,臺中市沙鹿區,座標重複,與「臺中市沙鹿國中禮堂」共用相同座標,"(120.563351, 24.235208)",各避難所應有獨立座標
3639,臺中市沙鹿國中禮堂,臺中市沙鹿區,座標重複,與「沙鹿國民中學操場」共用相同座標,"(120.563351, 24.235208)",各避難所應有獨立座標
3641,美仁社區活動中心,臺中市沙鹿區,座標重複,與「居仁社區活動中心、臺中市沙鹿國小禮堂」共用相同座標,"(120.561571, 24.235802)",各避難所應有獨立座標
3642,居仁社區活動中心,臺中市沙鹿區,座標重複,與「美仁社區活動中心、臺中市沙鹿國小禮堂」共用相同座標,"(120.561571, 24.235802)",各避難所應有獨立座標
3643,臺中市沙鹿國小禮堂,臺中市沙鹿區,座標重複,與「美仁社區活動中心、居仁社區活動中心」共用相同座標,"(120.561571, 24.235802)",各避難所應有獨立座標
3650,臺中市竹林國小禮堂,臺中市沙鹿區,座標重複,與「竹林國民小學操場」共用相同座標,"(120.567875, 24.238543)",各避難所應有獨立座標
3651,竹林國民小學操場,臺中市沙鹿區,座標重複,與「臺中市竹林國小禮堂」共用相同座標,"(120.567875, 24.238543)",各避難所應有獨立座標
3667,臺中市公明國小禮堂,臺中市沙鹿區,座標重複,與「公明國民小學操場」共用相同座標,"(120.609713, 24.243158)",各避難所應有獨立座標
3668,公明國民小學操場,臺中市沙鹿區,座標重複,與「臺中市公明國小禮堂」共用相同座標,"(120.609713, 24.243158)",各避難所應有獨立座標
3670,鹿鳴公園,臺中市沙鹿區,座標重複,與「臺中市鹿寮國中禮堂、鹿寮國民中學操場」共用相同座標,"(120.56675, 24.243804)",各避難所應有獨立座標
3671,臺中市鹿寮國中禮堂,臺中市沙鹿區,座標重複,與「鹿鳴公園、鹿寮國民中學操場」共用相同座標,"(120.56675, 24.243804)",各避難所應有獨立座標
3672,鹿寮國民中學操場,臺中市沙鹿區,座標重複,與「鹿鳴公園、臺中市鹿寮國中禮堂」共用相同座標,"(120.56675, 24.243804)",各避難所應有獨立座標
3679,公明國民中學教室,臺中市沙鹿區,座標重複,與「臺中市公明國中禮堂、臺中市公明國中操場」共用相同座標,"(120.607534, 24.246551)",各避難所應有獨立座標
3680,臺中市公明國中禮堂,臺中市沙鹿區,座標重複,與「公明國民中學教室、臺中市公明國中操場」共用相同座標,"(120.607534, 24.246551)",各避難所應有獨立座標
3681,臺中市公明國中操場,臺中市沙鹿區,座標重複,與「公明國民中學教室、臺中市公明國中禮堂」共用相同座標,"(120.607534, 24.246551)",各避難所應有獨立座標
3705,臺中市鹿峰國小禮堂,臺中市沙鹿區,座標重複,與「鹿峰國民小學操場」共用相同座標,"(120.570016, 24.255608)",各避難所應有獨立座標
3706,鹿峰國民小學操場,臺中市沙鹿區,座標重複,與「臺中市鹿峰國小禮堂」共用相同座標,"(120.570016, 24.255608)",各避難所應有獨立座標
3797,卓蘭國小活動中心,苗栗縣卓蘭鎮,座標重複,與「卓蘭國小操場」共用相同座標,"(120.8248, 24.3122)",各避難所應有獨立座標
3798,卓蘭國小操場,苗栗縣卓蘭鎮,座標重複,與「卓蘭國小活動中心」共用相同座標,"(120.8248, 24.3122)",各避難所應有獨立座標
3825,新開國小操場,苗栗縣大湖鄉,座標重複,與「新開國小」共用相同座標,"(120.826351, 24.348257)",各避難所應有獨立座標
3826,新開國小,苗栗縣大湖鄉,座標重複,與「新開國小操場」共用相同座標,"(120.826351, 24.348257)",各避難所應有獨立座標
3851,南湖國中操場,苗栗縣大湖鄉,座標重複,與「南湖國中」共用相同座標,"(120.867265, 24.397403)",各避難所應有獨立座標
3852,南湖國中,苗栗縣大湖鄉,座標重複,與「南湖國中操場」共用相同座標,"(120.867265, 24.397403)",各避難所應有獨立座標
3853,西南門里辦公處,金門縣金城鎮,座標重複,與「金門城社區活動中心」共用相同座標,"(118.305944, 24.40212)",各避難所應有獨立座標
3854,金門城社區活動中心,金門縣金城鎮,座標重複,與「西南門里辦公處」共用相同座標,"(118.305944, 24.40212)",各避難所應有獨立座標
3861,大湖農工操場,苗栗縣大湖鄉,座標重複,與「大湖農工」共用相同座標,"(120.861173, 24.42)",各避難所應有獨立座標
3862,大湖農工,苗栗縣大湖鄉,座標重複,與「大湖農工操場」共用相同座標,"(120.861173, 24.42)",各避難所應有獨立座標
3865,大湖國小操場,苗栗縣大湖鄉,座標重複,與「大湖國小」共用相同座標,"(120.869809, 24.421425)",各避難所應有獨立座標
3866,大湖國小,苗栗縣大湖鄉,座標重複,與「大湖國小操場」共用相同座標,"(120.869809, 24.421425)",各避難所應有獨立座標
3872,大湖國中操場,苗栗縣大湖鄉,座標重複,與「大湖國中」共用相同座標,"(120.870777, 24.426432)",各避難所應有獨立座標
3873,大湖國中,苗栗縣大湖鄉,座標重複,與「大湖國中操場」共用相同座標,"(120.870777, 24.426432)",各避難所應有獨立座標
3876,新隆國小操場,苗栗縣銅鑼鄉,座標重複,與「新隆國小」共用相同座標,"(120.809, 24.4297)",各避難所應有獨立座標
3877,新隆國小,苗栗縣銅鑼鄉,座標重複,與「新隆國小操場」共用相同座標,"(120.809, 24.4297)",各避難所應有獨立座標
3902,興隆國小操場,苗栗縣銅鑼鄉,座標重複,與「興隆國小」共用相同座標,"(120.812, 24.4629)",各避難所應有獨立座標
3903,興隆國小,苗栗縣銅鑼鄉,座標重複,與「興隆國小操場」共用相同座標,"(120.812, 24.4629)",各避難所應有獨立座標
3906,文峰國小操場,苗栗縣銅鑼鄉,座標重複,與「文峰國小」共用相同座標,"(120.7858, 24.4645)",各避難所應有獨立座標
3907,文峰國小,苗栗縣銅鑼鄉,座標重複,與「文峰國小操場」共用相同座標,"(120.7858, 24.4645)",各避難所應有獨立座標
3915,九湖國小操場,苗栗縣銅鑼鄉,座標重複,與「九湖國小」共用相同座標,"(120.7764, 24.473)",各避難所應有獨立座標
3916,九湖國小,苗栗縣銅鑼鄉,座標重複,與「九湖國小操場」共用相同座標,"(120.7764, 24.473)",各避難所應有獨立座標
3927,中興國小操場,苗栗縣銅鑼鄉,座標重複,與「中興國小」共用相同座標,"(120.8028, 24.4899)",各避難所應有獨立座標
3928,中興國小,苗栗縣銅鑼鄉,座標重複,與「中興國小操場」共用相同座標,"(120.8028, 24.4899)",各避難所應有獨立座標
3931,銅鑼國小操場,苗栗縣銅鑼鄉,座標重複,與「銅鑼國小」共用相同座標,"(120.7913, 24.4908)",各避難所應有獨立座標
3932,銅鑼國小,苗栗縣銅鑼鄉,座標重複,與「銅鑼國小操場」共用相同座標,"(120.7913, 24.4908)",各避難所應有獨立座標
3956,國立聯合大學活動中心,苗栗縣苗栗市,座標重複,與「國立聯合大學操場」共用相同座標,"(120.816, 24.5464)",各避難所應有獨立座標
3957,國立聯合大學操場,苗栗縣苗栗市,座標重複,與「國立聯合大學活動中心」共用相同座標,"(120.816, 24.5464)",各避難所應有獨立座標
3959,大同國小活動中心,苗栗縣苗栗市,座標重複,與「大同國小操場」共用相同座標,"(120.815, 24.5528)",各避難所應有獨立座標
3960,大同國小操場,苗栗縣苗栗市,座標重複,與「大同國小活動中心」共用相同座標,"(120.815, 24.5528)",各避難所應有獨立座標
3963,苗栗市老人文康中心室外草皮,苗栗縣苗栗市,座標重複,與「苗栗市老人文康中心室內空間」共用相同座標,"(120.8142, 24.5556)",各避難所應有獨立座標
3964,苗栗市老人文康中心室內空間,苗栗縣苗栗市,座標重複,與「苗栗市老人文康中心室外草皮」共用相同座標,"(120.8142, 24.5556)",各避難所應有獨立座標
3965,苗栗農工活動中心,苗栗縣苗栗市,座標重複,與「苗栗農工操場」共用相同座標,"(120.8341, 24.5564)",各避難所應有獨立座標
3966,苗栗農工操場,苗栗縣苗栗市,座標重複,與「苗栗農工活動中心」共用相同座標,"(120.8341, 24.5564)",各避難所應有獨立座標
3967,西湖鄉農特產品展售綜合活動中心,苗栗縣西湖鄉,座標重複,與「西湖鄉農特產品展售綜合活動中心戶外草坪」共用相同座標,"(120.7562, 24.5589)",各避難所應有獨立座標
3968,西湖鄉農特產品展售綜合活動中心戶外草坪,苗栗縣西湖鄉,座標重複,與「西湖鄉農特產品展售綜合活動中心」共用相同座標,"(120.7562, 24.5589)",各避難所應有獨立座標
3975,文山國小活動中心,苗栗縣苗栗市,座標重複,與「文山國小操場」共用相同座標,"(120.8133, 24.5671)",各避難所應有獨立座標
3976,文山國小操場,苗栗縣苗栗市,座標重複,與「文山國小活動中心」共用相同座標,"(120.8133, 24.5671)",各避難所應有獨立座標
3978,北苗聯合社區活動中心室內空間,苗栗縣苗栗市,座標重複,與「北苗聯合社區活動中心室外停車場」共用相同座標,"(120.8248, 24.5711)",各避難所應有獨立座標
3979,北苗聯合社區活動中心室外停車場,苗栗縣苗栗市,座標重複,與「北苗聯合社區活動中心室內空間」共用相同座標,"(120.8248, 24.5711)",各避難所應有獨立座標
3985,苗栗縣頭屋國小操場,苗栗縣頭屋鄉,座標重複,與「苗栗縣頭屋國小活動中心」共用相同座標,"(120.8509, 24.5764)",各避難所應有獨立座標
3986,苗栗縣頭屋國小活動中心,苗栗縣頭屋鄉,座標重複,與「苗栗縣頭屋國小操場」共用相同座標,"(120.8509, 24.5764)",各避難所應有獨立座標
3987,苗栗縣頭屋國中操場,苗栗縣頭屋鄉,座標重複,與「苗栗縣頭屋國中活動中心」共用相同座標,"(120.8534, 24.577)",各避難所應有獨立座標
3988,苗栗縣頭屋國中活動中心,苗栗縣頭屋鄉,座標重複,與「苗栗縣頭屋國中操場」共用相同座標,"(120.8534, 24.577)",各避難所應有獨立座標
3991,福星國小活動中心,苗栗縣苗栗市,座標重複,與「福星國小操場」共用相同座標,"(120.826, 24.5791)",各避難所應有獨立座標
3992,福星國小操場,苗栗縣苗栗市,座標重複,與「福星國小活動中心」共用相同座標,"(120.826, 24.5791)",各避難所應有獨立座標
4017,鄉公所廣場後,苗栗縣南庄鄉,座標重複,與「鄉公所廣場前」共用相同座標,"(121.0003, 24.597)",各避難所應有獨立座標
4018,鄉公所廣場前,苗栗縣南庄鄉,座標重複,與「鄉公所廣場後」共用相同座標,"(121.0003, 24.597)",各避難所應有獨立座標
4052,造橋鄉綜合活動中心-室內,苗栗縣造橋鄉,座標重複,與「造橋鄉綜合活動中心-室外」共用相同座標,"(120.8875, 24.6236)",各避難所應有獨立座標
4053,造橋鄉綜合活動中心-室外,苗栗縣造橋鄉,座標重複,與「造橋鄉綜合活動中心-室內」共用相同座標,"(120.8875, 24.6236)",各避難所應有獨立座標
4074,造橋鄉造橋國中-室外,苗栗縣造橋鄉,座標重複,與「造橋鄉造橋國中-室內」共用相同座標,"(120.8563, 24.6392)",各避難所應有獨立座標
4075,造橋鄉造橋國中-室內,苗栗縣造橋鄉,座標重複,與「造橋鄉造橋國中-室外」共用相同座標,"(120.8563, 24.6392)",各避難所應有獨立座標
4101,三灣國小操場室外收容,苗栗縣三灣鄉,座標重複,與「三灣國小室內活動中心」共用相同座標,"(120.955046, 24.655737)",各避難所應有獨立座標
4102,三灣國小室內活動中心,苗栗縣三灣鄉,座標重複,與「三灣國小操場室外收容」共用相同座標,"(120.955046, 24.655737)",各避難所應有獨立座標
4104,豐鄉村集會所,新竹縣橫山鄉,座標重複,與「瑞峰國小操場、瑞峰國小禮堂」共用相同座標,"(121.1225, 24.6592)",各避難所應有獨立座標
4105,瑞峰國小操場,新竹縣竹東鎮,座標重複,與「豐鄉村集會所、瑞峰國小禮堂」共用相同座標,"(121.1225, 24.6592)",各避難所應有獨立座標
4106,瑞峰國小禮堂,新竹縣竹東鎮,座標重複,與「豐鄉村集會所、瑞峰國小操場」共用相同座標,"(121.1225, 24.6592)",各避難所應有獨立座標
4117,二次收容 三星鄉公所臨時辦公處原三星社區,宜蘭縣三星鄉,座標重複,與「三星國中臨時收容站」共用相同座標,"(121.6538, 24.6654)",各避難所應有獨立座標
4118,三星國中臨時收容站,宜蘭縣三星鄉,座標重複,與「二次收容 三星鄉公所臨時辦公處原三星社區」共用相同座標,"(121.6538, 24.6654)",各避難所應有獨立座標
4134,阿束社社區活動中心,宜蘭縣羅東鎮,座標重複,與「仁和社區活動中心」共用相同座標,"(121.7709, 24.6725)",各避難所應有獨立座標
4135,仁和社區活動中心,宜蘭縣羅東鎮,座標重複,與「阿束社社區活動中心」共用相同座標,"(121.7709, 24.6725)",各避難所應有獨立座標
4176,頭份市公所中正館,苗栗縣頭份市,座標重複,與「頭份市公所中山堂」共用相同座標,"(120.913, 24.6864)",各避難所應有獨立座標
4177,頭份市公所中山堂,苗栗縣頭份市,座標重複,與「頭份市公所中正館」共用相同座標,"(120.913, 24.6864)",各避難所應有獨立座標
4204,萬德社區二次收容,宜蘭縣三星鄉,座標重複,與「萬富社區臨時收容站」共用相同座標,"(121.7282, 24.6931)",各避難所應有獨立座標
4205,萬富社區臨時收容站,宜蘭縣三星鄉,座標重複,與「萬德社區二次收容」共用相同座標,"(121.7282, 24.6931)",各避難所應有獨立座標
4361,澳花國小,宜蘭縣南澳鄉,座標重複,與「新社高級中學」共用相同座標,"(120.988108, 24.778289)",各避難所應有獨立座標
4362,新社高級中學,臺中市新社區,座標重複,與「澳花國小」共用相同座標,"(120.988108, 24.778289)",各避難所應有獨立座標
4470,石門國小禮堂,桃園市龍潭區,座標重複,與「石門國小操場」共用相同座標,"(121.241766, 24.84158)",各避難所應有獨立座標
4471,石門國小操場,桃園市龍潭區,座標重複,與「石門國小禮堂」共用相同座標,"(121.241766, 24.84158)",各避難所應有獨立座標
4521,凌雲里集會所,桃園市龍潭區,座標重複,與「龍祥里集會所、龍潭區婦幼館」共用相同座標,"(121.207739, 24.868638)",各避難所應有獨立座標
4522,龍祥里集會所,桃園市龍潭區,座標重複,與「凌雲里集會所、龍潭區婦幼館」共用相同座標,"(121.207739, 24.868638)",各避難所應有獨立座標
4523,龍潭區婦幼館,桃園市龍潭區,座標重複,與「凌雲里集會所、龍祥里集會所」共用相同座標,"(121.207739, 24.868638)",各避難所應有獨立座標
4524,龍潭鄉婦幼館前廣場,桃園市龍潭區,座標重複,與「凌雲里集會所、龍祥里集會所」共用相同座標,"(121.207739, 24.868638)",各避難所應有獨立座標
4548,信賢活動中心,新北市烏來區,座標重複,與「綜合活動中心、忠治活動中心」共用相同座標,"(121.548453, 24.883684)",各避難所應有獨立座標
4549,綜合活動中心,新北市烏來區,座標重複,與「信賢活動中心、忠治活動中心」共用相同座標,"(121.548453, 24.883684)",各避難所應有獨立座標
4550,忠治活動中心,新北市烏來區,座標重複,與「信賢活動中心、綜合活動中心」共用相同座標,"(121.548453, 24.883684)",各避難所應有獨立座標
4551,福山活動中心,新北市烏來區,座標重複,與「信賢活動中心、綜合活動中心」共用相同座標,"(121.548453, 24.883684)",各避難所應有獨立座標
4552,烏來活動中心,新北市烏來區,座標重複,與「信賢活動中心、綜合活動中心」共用相同座標,"(121.548453, 24.883684)",各避難所應有獨立座標
4553,福山國小,新北市烏來區,座標重複,與「信賢活動中心、綜合活動中心」共用相同座標,"(121.548453, 24.883684)",各避難所應有獨立座標
4557,愛勢村集會所,新竹縣湖口鄉,座標重複,與「湖口村集會所」共用相同座標,"(121.060153, 24.886026)",各避難所應有獨立座標
4558,湖口村集會所,新竹縣湖口鄉,座標重複,與「愛勢村集會所」共用相同座標,"(121.060153, 24.886026)",各避難所應有獨立座標
4568,平鎮區幼兒園紹豐分班,桃園市平鎮區,座標重複,與「湧光里里民集會所」共用相同座標,"(121.2094, 24.8967)",各避難所應有獨立座標
4569,湧光里里民集會所,桃園市平鎮區,座標重複,與「平鎮區幼兒園紹豐分班」共用相同座標,"(121.2094, 24.8967)",各避難所應有獨立座標
4622,霧峰國小志文樓地下室,臺中市霧峰區,座標重複,與「霧峰國中行政大樓地下室」共用相同座標,"(120.41411, 24.917)",各避難所應有獨立座標
4623,霧峰國中行政大樓地下室,臺中市霧峰區,座標重複,與「霧峰國小志文樓地下室」共用相同座標,"(120.41411, 24.917)",各避難所應有獨立座標
4648,青少年活動中心,桃園市八德區,座標重複,與「陽光活力園區」共用相同座標,"(121.2945, 24.9308)",各避難所應有獨立座標
4649,陽光活力園區,桃園市八德區,座標重複,與「青少年活動中心」共用相同座標,"(121.2945, 24.9308)",各避難所應有獨立座標
4651,大明活動中心,桃園市八德區,座標重複,與「竹霄活動中心」共用相同座標,"(121.2838, 24.9316)",各避難所應有獨立座標
4652,竹霄活動中心,桃園市八德區,座標重複,與「大明活動中心」共用相同座標,"(121.2838, 24.9316)",各避難所應有獨立座標
4712,北勢社區活動中心,桃園市平鎮區,座標重複,與「平鎮區幼兒園本園」共用相同座標,"(121.2196, 24.9438)",各避難所應有獨立座標
4713,平鎮區幼兒園本園,桃園市平鎮區,座標重複,與「北勢社區活動中心」共用相同座標,"(121.2196, 24.9438)",各避難所應有獨立座標
4719,建國公園,桃園市八德區,座標重複,與「仁德公園」共用相同座標,"(121.2887, 24.9454)",各避難所應有獨立座標
4720,仁德公園,桃園市八德區,座標重複,與「建國公園」共用相同座標,"(121.2887, 24.9454)",各避難所應有獨立座標
4788,大忠里集會所,桃園市八德區,座標重複,與「大慶 大華里集會所、大成活動中心」共用相同座標,"(121.2962, 24.9567)",各避難所應有獨立座標
4789,大慶 大華里集會所,桃園市八德區,座標重複,與「大忠里集會所、大成活動中心」共用相同座標,"(121.2962, 24.9567)",各避難所應有獨立座標
4790,大成活動中心,桃園市八德區,座標重複,與「大忠里集會所、大慶 大華里集會所」共用相同座標,"(121.2962, 24.9567)",各避難所應有獨立座標
4825,公十五公園,桃園市八德區,座標重複,與「公二公園」共用相同座標,"(121.2984, 24.963)",各避難所應有獨立座標
4826,公二公園,桃園市八德區,座標重複,與「公十五公園」共用相同座標,"(121.2984, 24.963)",各避難所應有獨立座標
4838,高明公園,桃園市八德區,座標重複,與「大勇兒童公園、君臨休閒廣場」共用相同座標,"(121.3047, 24.9656)",各避難所應有獨立座標
4839,大勇兒童公園,桃園市八德區,座標重複,與「高明公園、君臨休閒廣場」共用相同座標,"(121.3047, 24.9656)",各避難所應有獨立座標
4840,君臨休閒廣場,桃園市八德區,座標重複,與「高明公園、大勇兒童公園」共用相同座標,"(121.3047, 24.9656)",各避難所應有獨立座標
4841,大千公園,桃園市八德區,座標重複,與「忠勇公園」共用相同座標,"(121.3036, 24.9657)",各避難所應有獨立座標
4842,忠勇公園,桃園市八德區,座標重複,與「大千公園」共用相同座標,"(121.3036, 24.9657)",各避難所應有獨立座標
4845,廣豐綠一公園,桃園市八德區,座標重複,與「廣豐公一公園」共用相同座標,"(121.2967, 24.9665)",各避難所應有獨立座標
4846,廣豐公一公園,桃園市八德區,座標重複,與「廣豐綠一公園」共用相同座標,"(121.2967, 24.9665)",各避難所應有獨立座標
4872,中湖里活動中心,新北市鶯歌區,座標重複,與「中湖國小」共用相同座標,"(121.3481, 24.973)",各避難所應有獨立座標
4873,中湖國小,新北市鶯歌區,座標重複,與「中湖里活動中心」共用相同座標,"(121.3481, 24.973)",各避難所應有獨立座標
4878,清化市民活動中心,新北市土城區,座標重複,與「清和市民活動中心」共用相同座標,"(121.458661, 24.973802)",各避難所應有獨立座標
4879,清和市民活動中心,新北市土城區,座標重複,與「清化市民活動中心」共用相同座標,"(121.458661, 24.973802)",各避難所應有獨立座標
4911,青山市民活動中心,新北市土城區,座標重複,與「永富市民活動中心」共用相同座標,"(121.464447, 24.98031)",各避難所應有獨立座標
4912,永富市民活動中心,新北市土城區,座標重複,與「青山市民活動中心」共用相同座標,"(121.464447, 24.98031)",各避難所應有獨立座標
4943,廣興市民活動中心,新北市土城區,座標重複,與「廣福市民活動中心」共用相同座標,"(121.457766, 24.985909)",各避難所應有獨立座標
4944,廣福市民活動中心,新北市土城區,座標重複,與「廣興市民活動中心」共用相同座標,"(121.457766, 24.985909)",各避難所應有獨立座標
4945,育林國小,新北市樹林區,座標重複,與「育林國中」共用相同座標,"(121.415677, 24.986051)",各避難所應有獨立座標
4946,育林國中,新北市樹林區,座標重複,與「育林國小」共用相同座標,"(121.415677, 24.986051)",各避難所應有獨立座標
4965,龍祥公園,桃園市桃園區,座標重複,與「汴洲社區活動中心、溫州公園」共用相同座標,"(121.3111, 24.9889)",各避難所應有獨立座標
4966,汴洲社區活動中心,桃園市桃園區,座標重複,與「龍祥公園、溫州公園」共用相同座標,"(121.3111, 24.9889)",各避難所應有獨立座標
4967,溫州公園,桃園市桃園區,座標重複,與「龍祥公園、汴洲社區活動中心」共用相同座標,"(121.3111, 24.9889)",各避難所應有獨立座標
5008,景興國中,臺北市文山區,座標重複,與「臺北市文山運動中心」共用相同座標,"(121.5443, 24.9962)",各避難所應有獨立座標
5009,臺北市文山運動中心,臺北市文山區,座標重複,與「景興國中」共用相同座標,"(121.5443, 24.9962)",各避難所應有獨立座標
5069,東勢市民活動中心,新北市平溪區,座標重複,與「嶺腳市民活動中心」共用相同座標,"(121.7508, 25.0052)",各避難所應有獨立座標
5070,嶺腳市民活動中心,新北市平溪區,座標重複,與「東勢市民活動中心」共用相同座標,"(121.7508, 25.0052)",各避難所應有獨立座標
5098,民族國中,臺北市大安區,座標重複,與「臺北市大安運動中心」共用相同座標,"(121.5388, 25.0112)",各避難所應有獨立座標
5099,臺北市大安運動中心,臺北市大安區,座標重複,與「民族國中」共用相同座標,"(121.5388, 25.0112)",各避難所應有獨立座標
5168,青年公園棒球場,臺北市萬華區,座標重複,與「東園國小、臺北市萬華運動中心」共用相同座標,"(121.4978, 25.0231)",各避難所應有獨立座標
5169,東園國小,臺北市萬華區,座標重複,與「青年公園棒球場、臺北市萬華運動中心」共用相同座標,"(121.4978, 25.0231)",各避難所應有獨立座標
5170,臺北市萬華運動中心,臺北市萬華區,座標重複,與「青年公園棒球場、東園國小」共用相同座標,"(121.4978, 25.0231)",各避難所應有獨立座標
5239,南門國小,臺北市中正區,座標重複,與「南門國中」共用相同座標,"(121.5091, 25.0352)",各避難所應有獨立座標
5240,南門國中,臺北市中正區,座標重複,與「南門國小」共用相同座標,"(121.5091, 25.0352)",各避難所應有獨立座標
5243,臺北市信義運動中心,臺北市信義區,座標重複,與「松德公園」共用相同座標,"(121.5733, 25.0356)",各避難所應有獨立座標
5244,松德公園,臺北市信義區,座標重複,與「臺北市信義運動中心」共用相同座標,"(121.5733, 25.0356)",各避難所應有獨立座標
5278,龍騰活動中心,苗栗縣三義鄉,座標重複,與「雙潭活動中心、鯉魚潭活動中心室內」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5279,雙潭活動中心,苗栗縣三義鄉,座標重複,與「龍騰活動中心、鯉魚潭活動中心室內」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5280,鯉魚潭活動中心室內,苗栗縣三義鄉,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5281,建中國民小學活動中心室內,苗栗縣三義鄉,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5282,西湖村活動中心室內,苗栗縣三義鄉,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5283,上?里民眾活動中心,苗栗縣苑裡鎮,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5284,銅鏡社區活動中心,苗栗縣三灣鄉,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5285,西湖村活動中心室外,苗栗縣三義鄉,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5286,鯉魚潭村活動中心室外,苗栗縣三義鄉,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5287,建中國民小學操場室外,苗栗縣三義鄉,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5288,苑裡鎮立托兒所,苗栗縣苑裡鎮,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
